,target,source,Coste,player
1,Real Sociedad,Real Madrid,"3,00 mill. €",Álvaro OdriozolaÁ. Odriozola
2,Sevilla FC,Real Madrid,Libre,Mariano DíazM. Díaz
3,PSG,Real Madrid,Libre,Marco AsensioM. Asensio
4,Al-Ittihad Club,Real Madrid,Libre,Karim BenzemaK. Benzema
5,Granada CF,Real Madrid,Préstamo,Jesús VallejoJ. Vallejo
6,Alavés,Real Madrid,Préstamo,Rafa MarínR. Marín
7,Frosinone,Real Madrid,Préstamo,ReinierReinier
8,Sin equipo,Real Madrid,-,Eden HazardE. Hazard
0,Real Sociedad,Dinamo Moscú,"13,00 mill. €",Arsen ZakharyanA. Zakharyan
1,Real Sociedad,Real Madrid,"3,00 mill. €",Álvaro OdriozolaÁ. Odriozola
2,Real Sociedad,Arsenal,"Coste de préstamo: 1,40 mill. €",Kieran TierneyK. Tierney
3,Real Sociedad,Rennes,Libre,Hamari TraoréH. Traoré
4,Real Sociedad,RB Leipzig,Préstamo,André SilvaA. Silva
5,Real Sociedad,Real Sociedad B,-,Urko González de ZarateU. González de Zarate
6,Real Sociedad,Real Sociedad B,-,Unai MarreroU. Marrero
7,Real Sociedad,Real Sociedad B,-,Jon Ander OlasagastiJ. Olasagasti
8,Real Sociedad,Getafe CF,Fin de préstamo 30/06/2023,PortuPortu
9,Real Sociedad,CD Leganés,Fin de préstamo 30/06/2023,Jon KarrikaburuJ. Karrikaburu
10,Real Sociedad,FC Utrecht,Fin de préstamo 30/06/2023,Modibo SagnanM. Sagnan
11,Real Sociedad,Fehérvár,Fin de préstamo 30/06/2023,Peter PokornyP. Pokorny
12,Real Sociedad,CD Mirandés,Fin de préstamo 30/06/2023,Roberto LópezR. López
0,Getafe CF,Real Sociedad,"3,50 mill. €",PortuPortu
1,Alavés,Real Sociedad,"1,80 mill. €",Ander GuevaraA. Guevara
2,FC Utrecht,Real Sociedad,"1,00 mill. €",Modibo SagnanM. Sagnan
3,Alavés,Real Sociedad,500 mil €,Andoni GorosabelA. Gorosabel
4,Dallas,Real Sociedad,Libre,Asier IllarramendiA. Illarramendi
5,CD Eldense,Real Sociedad,Libre,Andoni ZubiaurreA. Zubiaurre
6,Śląsk Wroclaw,Real Sociedad,Libre,Peter PokornyP. Pokorny
7,Getafe CF,Real Sociedad,Préstamo,Diego RicoD. Rico
8,CD Tenerife,Real Sociedad,Préstamo,Roberto LópezR. López
9,Alavés,Real Sociedad,Préstamo,Álex SolaÁ. Sola
10,Cádiz CF,Real Sociedad,Préstamo,Robert NavarroR. Navarro
11,Alavés,Real Sociedad,Préstamo,Jon KarrikaburuJ. Karrikaburu
12,Retirado,Real Sociedad,-,David SilvaD. Silva
13,RB Leipzig,Real Sociedad,Fin de préstamo 30/06/2023,Alexander SørlothA. Sørloth
0,Sevilla FC,Rennes,"12,00 mill. €",Loïc BadéL. Badé
1,Sevilla FC,Hertha Berlín,"10,00 mill. €",Dodi LukébakioD. Lukébakio
2,Sevilla FC,Eintracht,"10,00 mill. €",Djibril SowD. Sow
3,Sevilla FC,RCD Espanyol,Libre,Adrià PedrosaA. Pedrosa
4,Sevilla FC,Real Madrid,Libre,Mariano DíazM. Díaz
5,Sevilla FC,RB Leipzig,Libre,Ørjan NylandØ. Nyland
6,Sevilla FC,Leicester City,Préstamo,Boubakary SoumaréB. Soumaré
7,Sevilla FC,Barça Atlètic,Fin de préstamo 30/06/2023,Luismi CruzL. Cruz
8,Sevilla FC,Feyenoord,Fin de préstamo 30/06/2023,Oussama IdrissiO. Idrissi
9,Sevilla FC,CD Mirandés,Fin de préstamo 30/06/2023,Juanlu SánchezJ. Sánchez
10,Sevilla FC,CD Castellón,Fin de préstamo 30/06/2023,Alfonso PastorA. Pastor
11,Sevilla FC,Troyes,Fin de préstamo 30/06/2023,Rony LopesR. Lopes
12,Sevilla FC,CD Tenerife,Fin de préstamo 30/06/2023,Iván RomeroI. Romero
13,Sevilla FC,Elche CF,Fin de préstamo 30/06/2023,José Ángel CarmonaJ. Carmona
14,Sevilla FC,RC Celta,Fin de préstamo 30/06/2023,Óscar RodríguezÓ. Rodríguez
15,Sevilla FC,Hoffenheim,Fin de préstamo 30/06/2023,Thomas DelaneyT. Delaney
16,Sevilla FC,San Lorenzo,Fin de préstamo 30/06/2023,Federico GattoniF. Gattoni
17,Sevilla FC,Basaksehir,Fin de préstamo 30/06/2023,Adnan JanuzajA. Januzaj
18,Sevilla FC,CD Tenerife,Fin de préstamo 30/06/2023,Kike SalasK. Salas
19,Sevilla FC,RCD Mallorca,Fin de préstamo 30/06/2023,Ludwig AugustinssonL. Augustinsson
0,Al-Hilal,Sevilla FC,"21,00 mill. €",BonoBono
1,Monterrey,Sevilla FC,"3,50 mill. €",TecatitoTecatito
2,Al-Jazira,Sevilla FC,"2,00 mill. €",Karim RekikK. Rekik
3,Levante UD,Sevilla FC,Libre,Iván RomeroI. Romero
4,SC Braga,Sevilla FC,Libre,Rony LopesR. Lopes
5,Getafe CF,Sevilla FC,Préstamo,Óscar RodríguezÓ. Rodríguez
6,Getafe CF,Sevilla FC,Préstamo,José Ángel CarmonaJ. Carmona
7,CD Tenerife,Sevilla FC,Préstamo,Luismi CruzL. Cruz
8,Nottm Forest,Sevilla FC,Préstamo,Gonzalo MontielG. Montiel
9,RSC Anderlecht,Sevilla FC,Préstamo,Thomas DelaneyT. Delaney
10,RSC Anderlecht,Sevilla FC,Préstamo,Ludwig AugustinssonL. Augustinsson
11,Sin equipo,Sevilla FC,-,Oussama IdrissiO. Idrissi
12,Sin equipo,Sevilla FC,-,Papu GómezPapu Gómez
13,Manchester Utd.,Sevilla FC,Fin de préstamo 30/06/2023,Alex TellesA. Telles
14,Tottenham,Sevilla FC,Fin de préstamo 30/06/2023,Bryan GilBryan Gil
15,Rennes,Sevilla FC,Fin de préstamo 30/06/2023,Loïc BadéL. Badé
16,Marsella,Sevilla FC,Fin de préstamo 30/06/2023,Pape GueyeP. Gueye
0,Villarreal CF,RB Leipzig,"10,00 mill. €",Alexander SørlothA. Sørloth
1,Villarreal CF,Girona FC,"2,50 mill. €",Ramón TerratsR. Terrats
2,Villarreal CF,Rayo Vallecano,Libre,Santi ComesañaS. Comesaña
3,Villarreal CF,Barça Atlètic,Libre,Ilias AkhomachI. Akhomach
4,Villarreal CF,RC Celta,Libre,Denis SuárezD. Suárez
5,Villarreal CF,Blackburn,Libre,Ben Brereton DíazB. Brereton Díaz
6,Villarreal CF,AC Milan,Préstamo,Matteo GabbiaM. Gabbia
7,Villarreal CF,Salernitana,Fin de préstamo 30/06/2023,Boulaye DiaB. Dia
8,Villarreal CF,Levante UD,Fin de préstamo 30/06/2023,Vicente IborraV. Iborra
9,Villarreal CF,Girona FC,Fin de préstamo 30/06/2023,Iván MartínI. Martín
10,Villarreal CF,RCD Mallorca,Fin de préstamo 30/06/2023,Manu MorlanesM. Morlanes
11,Villarreal CF,Tottenham,Fin de préstamo 30/06/2023,Arnaut DanjumaA. Danjuma
0,Chelsea,Villarreal CF,"37,00 mill. €",Nicolas JacksonN. Jackson
1,Aston Villa,Villarreal CF,"33,00 mill. €",Pau TorresP. Torres
2,AC Milan,Villarreal CF,"20,00 mill. €",Samuel ChukwuezeS. Chukwueze
3,Salernitana,Villarreal CF,"12,00 mill. €",Boulaye DiaB. Dia
4,Everton,Villarreal CF,"Coste de préstamo: 3,00 mill. €",Arnaut DanjumaA. Danjuma
5,RCD Mallorca,Villarreal CF,"2,50 mill. €",Manu MorlanesM. Morlanes
6,Girona FC,Villarreal CF,"2,00 mill. €",Iván MartínI. Martín
7,Olympiakos,Villarreal CF,Libre,Vicente IborraV. Iborra
8,CA Osasuna,Villarreal CF,Préstamo,Johan MojicaJ. Mojica
9,Tottenham,Villarreal CF,Fin de préstamo 30/06/2023,Giovani Lo CelsoG. Lo Celso
10,Girona FC,Villarreal CF,Fin de préstamo 30/06/2023,Ramón TerratsR. Terrats
0,Granada CF,Elche CF,"7,00 mill. €",Lucas BoyéL. Boyé
1,Granada CF,Real Valladolid,"3,50 mill. €",Shon WeissmanS. Weissman
2,Granada CF,AS Roma,"1,80 mill. €",Gonzalo VillarG. Villar
3,Granada CF,Alanyaspor,500 mil €,Famara DiédhiouF. Diédhiou
4,Granada CF,Elche CF,Libre,Gerard GumbauG. Gumbau
5,Granada CF,Oporto,Libre,Wilson ManafáW. Manafá
6,Granada CF,Manchester Utd.,Préstamo,Álvaro FernandezÁ. Fernandez
7,Granada CF,Real Madrid,Préstamo,Jesús VallejoJ. Vallejo
8,Granada CF,Recre Granada,-,Samu OmorodionS. Omorodion
9,Granada CF,RC Deportivo,Fin de préstamo 30/06/2023,Pepe SánchezP. Sánchez
10,Granada CF,Peñarol,Fin de préstamo 31/12/2023,Matías ArezoM. Arezo
11,Granada CF,Anorthosis,Fin de préstamo 30/06/2023,AntoñínAntoñín
12,Granada CF,Paços Ferreira,Fin de préstamo 30/06/2023,Adrián ButzkeA. Butzke
13,Granada CF,UD Ibiza,Fin de préstamo 30/06/2023,Isma RuizIsma Ruiz
14,Granada CF,Barça Atlètic,Fin de préstamo 30/06/2023,Alpha DiounkouA. Diounkou
0,Atlético Madrid,Granada CF,"6,00 mill. €",Samu OmorodionS. Omorodion
1,Vit. Guimarães,Granada CF,300 mil €,Adrián ButzkeA. Butzke
2,Córdoba CF,Granada CF,Libre,Isma RuizIsma Ruiz
3,Olympiakos,Granada CF,Libre,QuiniQuini
4,UD Ibiza,Granada CF,Libre,Pepe SánchezP. Sánchez
5,CD Lugo,Granada CF,Libre,AntoñínAntoñín
6,CD Tenerife,Granada CF,Libre,Yann BodigerY. Bodiger
7,Real Valladolid,Granada CF,Préstamo,Víctor MeseguerV. Meseguer
8,Vizela,Granada CF,Préstamo,Alberto SoroA. Soro
9,AEK Larnaca,Granada CF,Préstamo,Alpha DiounkouA. Diounkou
10,Sin equipo,Granada CF,-,Rubén RochinaR. Rochina
11,Retirado,Granada CF,-,Jorge MolinaJ. Molina
12,Real Valladolid,Granada CF,Fin de préstamo 30/06/2023,Shon WeissmanS. Weissman
13,RCD Espanyol,Granada CF,Fin de préstamo 30/06/2023,Pol LozanoP. Lozano
14,Alanyaspor,Granada CF,Fin de préstamo 30/06/2023,Famara DiédhiouF. Diédhiou
15,Getafe CF,Granada CF,Fin de préstamo 30/06/2023,Erick CabacoE. Cabaco
16,Getafe CF,Granada CF,Fin de préstamo 30/06/2023,Jonathan SilvaJ. Silva
0,UD Las Palmas,FC Andorra,"1,90 mill. €",Mika MármolM. Mármol
1,UD Las Palmas,Midtjylland,"1,50 mill. €",Sory KabaSory Kaba
2,UD Las Palmas,SD Huesca,"1,00 mill. €",Sandro RamírezS. Ramírez
3,UD Las Palmas,FC Cartagena,400 mil €,Aarón EscandellA. Escandell
4,UD Las Palmas,Getafe CF,Libre,Munir El HaddadiMunir El Haddadi
5,UD Las Palmas,B. Leverkusen,Libre,Daley SinkgravenD. Sinkgraven
6,UD Las Palmas,SD Eibar,Libre,Javi MuñozJ. Muñoz
7,UD Las Palmas,UD Ibiza,Libre,Cristian HerreraC. Herrera
8,UD Las Palmas,Manchester City,Préstamo,Máximo PerroneM. Perrone
9,UD Las Palmas,RM Castilla,Préstamo,Marvin ParkM. Park
10,UD Las Palmas,FC Barcelona,Préstamo,Julián AraujoJ. Araujo
11,UD Las Palmas,UD Logroñés,Fin de préstamo 30/06/2023,Clau MendesC. Mendes
12,UD Las Palmas,CD Mirandés,Fin de préstamo 30/06/2023,Óscar PinchiÓ. Pinchi
13,UD Las Palmas,R. B. Linense,Fin de préstamo 30/06/2023,Joel del PinoJ. del Pino
14,UD Las Palmas,Unionistas CF,Fin de préstamo 30/06/2023,Unai VeigaU. Veiga
0,Landskrona,UD Las Palmas,Libre,Unai VeigaU. Veiga
1,C. Rizespor,UD Las Palmas,Libre,Óscar PinchiÓ. Pinchi
2,CD Eldense,UD Las Palmas,Libre,Florin AndoneF. Andone
3,Cornellà,UD Las Palmas,Libre,Clau MendesC. Mendes
4,AEK Larnaca,UD Las Palmas,Libre,Wilfrid KaptoumW. Kaptoum
5,Levante UD,UD Las Palmas,Libre,Óscar ClementeÓ. Clemente
6,Ceará SC,UD Las Palmas,Libre,SidneiSidnei
7,Toulouse,UD Las Palmas,?,Álex DomínguezÁ. Domínguez
8,Real Avilés,UD Las Palmas,Préstamo,Joel del PinoJ. del Pino
9,Racing Ferrol,UD Las Palmas,Préstamo,Enrique ClementeE. Clemente
10,Atlético Madrid,UD Las Palmas,Fin de préstamo 30/06/2023,VitoloVitolo
11,RM Castilla,UD Las Palmas,Fin de préstamo 30/06/2023,Marvin ParkM. Park
12,SD Huesca,UD Las Palmas,Fin de préstamo 30/06/2023,Sandro RamírezS. Ramírez
13,Real Betis,UD Las Palmas,Fin de préstamo 30/06/2023,Loren MorónL. Morón
14,Cádiz CF,UD Las Palmas,Fin de préstamo 30/06/2023,Álvaro JiménezÁ. Jiménez
0,Rayo Vallecano,Levante UD,"8,00 mill. €",Jorge de FrutosJ. de Frutos
1,Rayo Vallecano,Atlético Madrid,"5,00 mill. €",Sergio CamelloS. Camello
2,Rayo Vallecano,Alavés,"2,50 mill. €",Florian LejeuneF. Lejeune
3,Rayo Vallecano,Levante UD,"1,30 mill. €",Dani CárdenasD. Cárdenas
4,Rayo Vallecano,SD Huesca,500 mil €,Andrei RatiuA. Ratiu
5,Rayo Vallecano,Cádiz CF,Libre,Alfonso EspinoA. Espino
6,Rayo Vallecano,CA Osasuna,Libre,Aridane HernándezA. Hernández
7,Rayo Vallecano,Real Valladolid,Préstamo,Kike PérezK. Pérez
8,Rayo Vallecano,Elche CF,Fin de préstamo 30/06/2023,Randy NtekaR. Nteka
9,Rayo Vallecano,Real Zaragoza,Fin de préstamo 30/06/2023,BebéBebé
10,Rayo Vallecano,Osasuna Prom.,Fin de préstamo 30/06/2023,Sergio MorenoS. Moreno
11,Rayo Vallecano,Levante UD,Fin de préstamo 30/06/2023,Joni MontielJ. Montiel
12,Rayo Vallecano,Córdoba CF,Fin de préstamo 30/06/2023,Jorge MorenoJ. Moreno
13,Rayo Vallecano,UD Ibiza,Fin de préstamo 30/06/2023,Martín PascualM. Pascual
0,Real Madrid,Rayo Vallecano,"5,00 mill. €",Fran GarcíaF. García
1,RCD Espanyol,Rayo Vallecano,700 mil €,Salvi SánchezS. Sánchez
2,CA Osasuna,Rayo Vallecano,Libre,Alejandro CatenaA. Catena
3,Real Oviedo,Rayo Vallecano,Libre,Mario HernándezM. Hernández
4,Villarreal CF,Rayo Vallecano,Libre,Santi ComesañaS. Comesaña
5,Burgos CF,Rayo Vallecano,Libre,Esteban SaveljichE. Saveljich
6,Osasuna Prom.,Rayo Vallecano,?,Jorge MorenoJ. Moreno
7,Villarreal CF B,Rayo Vallecano,Préstamo,Miguel Ángel MorroM. Morro
8,Racing,Rayo Vallecano,Préstamo,Andrés MartínA. Martín
9,Real Valladolid,Rayo Vallecano,Préstamo,Joni MontielJ. Montiel
10,Atlético Madrid,Rayo Vallecano,Fin de préstamo 30/06/2023,Sergio CamelloS. Camello
11,Sin equipo,Rayo Vallecano,-,Sergio MorenoS. Moreno
12,Sin equipo,Rayo Vallecano,-,Mario SuárezM. Suárez
13,Sin equipo,Rayo Vallecano,-,Diego LópezD. López
14,Alavés,Rayo Vallecano,Fin de préstamo 30/06/2023,Florian LejeuneF. Lejeune
0,RCD Mallorca,RCD Espanyol,"8,00 mill. €",Sergi DarderS. Darder
1,RCD Mallorca,Real Valladolid,"7,50 mill. €",Cyle LarinC. Larin
2,RCD Mallorca,UD Almería,"3,00 mill. €",Samú CostaS. Costa
3,RCD Mallorca,Union SG,"2,70 mill. €",Siebe Van Der HeydenS. Van Der Heyden
4,RCD Mallorca,Villarreal CF,"2,50 mill. €",Manu MorlanesM. Morlanes
5,RCD Mallorca,Elche CF,600 mil €,Omar MascarellO. Mascarell
6,RCD Mallorca,Real Sporting,Libre,Iván CuéllarI. Cuéllar
7,RCD Mallorca,Valencia CF,Libre,Toni LatoToni Lato
8,RCD Mallorca,RCD Mallorca B,-,Josep GayáJ. Gayá
9,RCD Mallorca,New York City,Fin de préstamo 31/12/2023,Braian CufréB. Cufré
10,RCD Mallorca,CD Mirandés,Fin de préstamo 30/06/2023,Javi LlabrésJ. Llabrés
11,RCD Mallorca,Racing,Fin de préstamo 30/06/2023,Jordi MboulaJ. Mboula
0,PSG,RCD Mallorca,"22,00 mill. €",Kang-in LeeK. Lee
1,Racing,RCD Mallorca,Libre,Clément GrenierC. Grenier
2,Athletic,RCD Mallorca,Libre,Iñigo Ruiz de GalarretaI. Ruiz de Galarreta
3,CD Tenerife,RCD Mallorca,Libre,Ángel RodríguezÁ. Rodríguez
4,Hellas Verona,RCD Mallorca,Libre,Jordi MboulaJ. Mboula
5,SD Amorebieta,RCD Mallorca,Préstamo,Josep GayáJ. Gayá
6,UD Almería,RCD Mallorca,Préstamo,Iddrisu BabaI. Baba
7,Real Oviedo,RCD Mallorca,Préstamo,Leo RománL. Román
8,Sevilla FC,RCD Mallorca,Fin de préstamo 30/06/2023,Ludwig AugustinssonL. Augustinsson
9,Villarreal CF,RCD Mallorca,Fin de préstamo 30/06/2023,Manu MorlanesM. Morlanes
10,Rostov,RCD Mallorca,Fin de préstamo 30/06/2023,Dennis HadzikadunicD. Hadzikadunic
11,Lyon,RCD Mallorca,Fin de préstamo 30/06/2023,Tino KadewereT. Kadewere
0,Getafe CF,Hertha Berlín,"4,00 mill. €",Omar AldereteO. Alderete
1,Getafe CF,Real Sociedad,"3,50 mill. €",PortuPortu
2,Getafe CF,Boston River,"3,50 mill. €",Gastón ÁlvarezG. Álvarez
3,Getafe CF,CE Sabadell,Libre,Sergi AltimiraS. Altimira
4,Getafe CF,Cádiz CF,Libre,Choco LozanoC. Lozano
5,Getafe CF,Sevilla FC,Préstamo,Óscar RodríguezÓ. Rodríguez
6,Getafe CF,Real Sociedad,Préstamo,Diego RicoD. Rico
7,Getafe CF,Manchester Utd.,Préstamo,Mason GreenwoodM. Greenwood
8,Getafe CF,Sevilla FC,Préstamo,José Ángel CarmonaJ. Carmona
9,Getafe CF,UD Ibiza,Préstamo,Daniel FuzatoD. Fuzato
10,Getafe CF,Hércules CF,Fin de préstamo 30/06/2023,Jack HarperJ. Harper
11,Getafe CF,FC Cartagena,Fin de préstamo 30/06/2023,Darío PovedaD. Poveda
12,Getafe CF,Sparta Praga,Fin de préstamo 30/06/2023,Jakub JanktoJ. Jankto
13,Getafe CF,Ponferradina,Fin de préstamo 30/06/2023,Sabit AbdulaiS. Abdulai
14,Getafe CF,Granada CF,Fin de préstamo 30/06/2023,Erick CabacoE. Cabaco
15,Getafe CF,Granada CF,Fin de préstamo 30/06/2023,Jonathan SilvaJ. Silva
0,Real Oviedo,Getafe CF,"2,50 mill. €",Jaime SeoaneJ. Seoane
1,Real Betis,Getafe CF,"2,00 mill. €",Sergi AltimiraS. Altimira
2,Girona FC,Getafe CF,"1,50 mill. €",PortuPortu
3,UD Las Palmas,Getafe CF,Libre,Munir El HaddadiMunir El Haddadi
4,Marbella FC,Getafe CF,Libre,Jack HarperJ. Harper
5,CD Leganés,Getafe CF,Libre,Diego CondeD. Conde
6,Estoril Praia,Getafe CF,Libre,Erick CabacoE. Cabaco
7,Levante UD,Getafe CF,Libre,Ángel AlgobiaÁ. Algobia
8,Albacete,Getafe CF,Préstamo,Jonathan SilvaJ. Silva
9,Cagliari,Getafe CF,?,Jakub JanktoJ. Jankto
10,CD Leganés,Getafe CF,Préstamo,Darío PovedaD. Poveda
11,CD Lugo,Getafe CF,Préstamo,Sabit AbdulaiS. Abdulai
12,Sin equipo,Getafe CF,-,Kiko CasillaK. Casilla
13,Boston River,Getafe CF,Fin de préstamo 30/06/2023,Gastón ÁlvarezG. Álvarez
14,AS Roma,Getafe CF,Fin de préstamo 30/06/2023,Gonzalo VillarG. Villar
15,Marsella,Getafe CF,Fin de préstamo 30/06/2023,Jordan AmaviJ. Amavi
16,Hertha Berlín,Getafe CF,Fin de préstamo 30/06/2023,Omar AldereteO. Alderete
17,Real Sociedad,Getafe CF,Fin de préstamo 30/06/2023,PortuPortu
0,Valencia CF,Lyon,"5,00 mill. €",Cenk ÖzkacarC. Özkacar
1,Valencia CF,Levante UD,"5,00 mill. €",PepeluPepelu
2,Valencia CF,Brentford,250 mil €,Sergi CanósS. Canós
3,Valencia CF,Real Valladolid,Coste de préstamo: 150 mil €,Selim AmallahS. Amallah
4,Valencia CF,Club Brujas,Préstamo,Roman YaremchukR. Yaremchuk
5,Valencia CF,V. Mestalla,-,Fran PérezF. Pérez
6,Valencia CF,V. Mestalla,-,Alberto MaríA. Marí
7,Valencia CF,V. Mestalla,-,Diego LópezD. López
8,Valencia CF,V. Mestalla,-,Javi GuerraJ. Guerra
9,Valencia CF,CD Leganés,Fin de préstamo 30/06/2023,Jorge SáenzJ. Sáenz
10,Valencia CF,SC Braga,Fin de préstamo 30/06/2023,Uros RacicU. Racic
11,Valencia CF,Real Oviedo,Fin de préstamo 30/06/2023,Koba KoindrediK. Koindredi
0,AC Milan,Valencia CF,"20,00 mill. €",Yunus MusahY. Musah
1,Sassuolo,Valencia CF,"2,20 mill. €",Uros RacicU. Racic
2,Real Valladolid,Valencia CF,"2,00 mill. €",Marcos AndréMarcos André
3,CD Leganés,Valencia CF,400 mil €,Jorge SáenzJ. Sáenz
4,RCD Mallorca,Valencia CF,Libre,Toni LatoToni Lato
5,Boca Juniors,Valencia CF,Libre,Edinson CavaniE. Cavani
6,AEK Larnaca,Valencia CF,Libre,Iago HerrerínI. Herrerín
7,Sassuolo,Valencia CF,Préstamo,Samu CastillejoS. Castillejo
8,FC Nantes,Valencia CF,Préstamo,Eray CömertE. Cömert
9,Estoril Praia,Valencia CF,Préstamo,Koba KoindrediK. Koindredi
10,AS Roma,Valencia CF,Fin de préstamo 30/06/2023,Justin KluivertJ. Kluivert
11,RB Leipzig,Valencia CF,Fin de préstamo 30/06/2023,Ilaix MoribaI. Moriba
12,Lyon,Valencia CF,Fin de préstamo 30/06/2023,Cenk ÖzkacarC. Özkacar
13,FC Barcelona,Valencia CF,Fin de préstamo 30/06/2023,Nico GonzálezN. González
14,Atlético Madrid,Valencia CF,Fin de préstamo 30/06/2023,Samuel LinoS. Lino
0,UD Almería,RCD Espanyol,"14,00 mill. €",César MontesC. Montes
1,UD Almería,Marsella,"8,00 mill. €",Luis SuárezL. Suárez
2,UD Almería,FC Lorient,"7,50 mill. €",Ibrahima KonéI. Koné
3,UD Almería,Stade Reims,"6,50 mill. €",Dion LopyDion Lopy
4,UD Almería,RM Castilla,"6,00 mill. €",Sergio ArribasS. Arribas
5,UD Almería,Levante UD,"5,00 mill. €",Marc PubillM. Pubill
6,UD Almería,Real Betis,"4,50 mill. €",Edgar GonzálezE. González
7,UD Almería,Lazio,Coste de préstamo: 500 mil €,Luís MaximianoL. Maximiano
8,UD Almería,RCD Mallorca,Préstamo,Iddrisu BabaI. Baba
9,UD Almería,FC Cartagena,Fin de préstamo 30/06/2023,Iván MartosI. Martos
10,UD Almería,CD Lugo,Fin de préstamo 30/06/2023,Gui GuedesG. Guedes
11,UD Almería,Málaga CF,Fin de préstamo 30/06/2023,Arvin AppiahA. Appiah
12,UD Almería,Betis Deportivo,Fin de préstamo 30/06/2023,Jordi EscobarJ. Escobar
13,UD Almería,Real Murcia,Fin de préstamo 30/06/2023,Arnau SolàA. Solà
14,UD Almería,Boston River,Fin de préstamo 31/07/2023,Cristian OliveraC. Olivera
15,UD Almería,Alavés,Fin de préstamo 30/06/2023,Nikola MarasN. Maras
0,Atalanta,UD Almería,"28,00 mill. €",El Bilal TouréE. Touré
1,Spartak Moscú,UD Almería,"5,00 mill. €",Srdjan BabicS. Babic
2,LAFC,UD Almería,"4,10 mill. €",Cristian OliveraC. Olivera
3,RCD Mallorca,UD Almería,"3,00 mill. €",Samú CostaS. Costa
4,Alavés,UD Almería,"1,50 mill. €",Nikola MarasN. Maras
5,Grêmio,UD Almería,"1,50 mill. €",Rodrigo ElyR. Ely
6,SD Huesca,UD Almería,Libre,Iván MartosI. Martos
7,Alcorcón,UD Almería,Libre,Dyego SousaD. Sousa
8,SD Logroñés,UD Almería,Libre,Jordi EscobarJ. Escobar
9,San Fernando CD,UD Almería,Libre,Diego FuoliD. Fuoli
10,Real Valladolid,UD Almería,Libre,César de la HozC. de la Hoz
11,FC Cartagena,UD Almería,Préstamo,Arnau SolàA. Solà
12,FC Porto B,UD Almería,Préstamo,Gui GuedesG. Guedes
13,Rotherham,UD Almería,Préstamo,Arvin AppiahA. Appiah
14,Sin equipo,UD Almería,-,Francisco PortilloF. Portillo
15,Sin equipo,UD Almería,-,Iñigo EguarasI. Eguaras
16,Marsella,UD Almería,Fin de préstamo 30/06/2023,Luis SuárezL. Suárez
0,RC Celta,FC Utrecht,"12,00 mill. €",Anastasios DouvikasA. Douvikas
1,RC Celta,AS Roma,"5,20 mill. €",Carles PérezC. Pérez
2,RC Celta,Celtic FC,"5,00 mill. €",Carl StarfeltC. Starfelt
3,RC Celta,RM Castilla,"3,00 mill. €",Carlos DotorC. Dotor
4,RC Celta,Crystal Palace,Libre,Vicente GuaitaV. Guaita
5,RC Celta,Lille,Libre,Jonathan BambaJ. Bamba
6,RC Celta,Atlético Madrid,Libre,Manu SánchezM. Sánchez
7,RC Celta,Benfica,?,Mihailo RisticM. Ristic
8,RC Celta,Celta Fortuna,-,Lautaro de LeónL. de León
9,RC Celta,Celta Fortuna,-,Hugo SoteloH. Sotelo
10,RC Celta,FC Juárez,Fin de préstamo 30/06/2023,Gabriel FernándezG. Fernández
11,RC Celta,Go Ahead Eagles,Fin de préstamo 30/06/2023,José FontánJ. Fontán
12,RC Celta,AEK Atenas,Fin de préstamo 30/06/2023,Orbelín PinedaO. Pineda
13,RC Celta,Marsella,Fin de préstamo 30/06/2023,Rubén BlancoR. Blanco
14,RC Celta,RKC Waalwijk,Fin de préstamo 30/06/2023,Julen LobeteJ. Lobete
15,RC Celta,Villarreal CF B,Fin de préstamo 30/06/2023,Sergio CarreiraS. Carreira
16,RC Celta,Al-Shabab,Fin de préstamo 30/06/2023,Santi MinaS. Mina
17,RC Celta,Rio Ave,Fin de préstamo 30/06/2023,Miguel BaezaM. Baeza
18,RC Celta,RCD Espanyol,Fin de préstamo 30/06/2023,Denis SuárezD. Suárez
0,Al-Ahli,RC Celta,"40,00 mill. €",Gabri VeigaG. Veiga
1,AEK Atenas,RC Celta,"6,50 mill. €",Orbelín PinedaO. Pineda
2,Atlético Madrid,RC Celta,"5,00 mill. €",Javi GalánJ. Galán
3,Pumas UNAM,RC Celta,"3,20 mill. €",Gabriel FernándezG. Fernández
4,Marsella,RC Celta,"1,50 mill. €",Rubén BlancoR. Blanco
5,Atlas,RC Celta,Libre,Augusto SolariA. Solari
6,Villarreal CF,RC Celta,Libre,Denis SuárezD. Suárez
7,CD Mirandés,RC Celta,Préstamo,Miguel BaezaM. Baeza
8,FC Andorra,RC Celta,Préstamo,Julen LobeteJ. Lobete
9,VfL Bochum,RC Celta,Préstamo,Gonçalo PaciênciaG. Paciência
